id,fullName,triCode,typeDescKey,next_event,prob
13,Florida Panthers,FLA,missed-shot,goal,0.03281677301731996
13,Florida Panthers,FLA,missed-shot,hit,0.1485870556061987
13,Florida Panthers,FLA,missed-shot,lost-faceoff,0.009713525710955361
13,Florida Panthers,FLA,missed-shot,missed-shot,0.15153100109090364
13,Florida Panthers,FLA,missed-shot,penalty,0.020443235650133746
13,Florida Panthers,FLA,missed-shot,shot-on-goal,0.19725929136093964
13,Florida Panthers,FLA,missed-shot,stoppage,0.14346130280795613
13,Florida Panthers,FLA,missed-shot,takeaway,0.02391021713465935
13,Florida Panthers,FLA,missed-shot,won-faceoff,0.0156910799946202
13,Florida Panthers,FLA,shot-on-goal,blocked-shot,0.11729706757331068
13,Florida Panthers,FLA,shot-on-goal,giveaway,0.052592435189120275
13,Florida Panthers,FLA,shot-on-goal,goal,0.026572460688482787
13,Florida Panthers,FLA,shot-on-goal,hit,0.12508499787505312
13,Florida Panthers,FLA,shot-on-goal,lost-faceoff,0.011155971100722483
13,Florida Panthers,FLA,shot-on-goal,missed-shot,0.14215894602634935
13,Florida Panthers,FLA,shot-on-goal,penalty,0.01453463663408415
13,Florida Panthers,FLA,shot-on-goal,shot-on-goal,0.20909477263068424
13,Florida Panthers,FLA,shot-on-goal,stoppage,0.2733531661708457
13,Florida Panthers,FLA,shot-on-goal,takeaway,0.016468338291542713
13,Florida Panthers,FLA,shot-on-goal,won-faceoff,0.011687207819804505
13,Florida Panthers,FLA,takeaway,blocked-shot,0.12393233964160107
13,Florida Panthers,FLA,takeaway,giveaway,0.10885948752302796
13,Florida Panthers,FLA,takeaway,goal,0.023837436498632278
13,Florida Panthers,FLA,takeaway,hit,0.1770780997041255
13,Florida Panthers,FLA,takeaway,lost-faceoff,0.011165075643387484
13,Florida Panthers,FLA,takeaway,missed-shot,0.18087422542287723
13,Florida Panthers,FLA,takeaway,penalty,0.012058281694858482
13,Florida Panthers,FLA,takeaway,shot-on-goal,0.23781611120415339
13,Florida Panthers,FLA,takeaway,stoppage,0.09646625355886786
13,Florida Panthers,FLA,takeaway,takeaway,0.019538882375928098
13,Florida Panthers,FLA,takeaway,won-faceoff,0.008373806732540613
13,Florida Panthers,FLA,won-faceoff,blocked-shot,0.15382532159783344
13,Florida Panthers,FLA,won-faceoff,giveaway,0.0974949221394719
13,Florida Panthers,FLA,won-faceoff,goal,0.018171970209884904
13,Florida Panthers,FLA,won-faceoff,hit,0.17511171293161815
13,Florida Panthers,FLA,won-faceoff,lost-faceoff,0.018054615211013317
13,Florida Panthers,FLA,won-faceoff,missed-shot,0.13053486797562627
13,Florida Panthers,FLA,won-faceoff,penalty,0.029248476641841572
13,Florida Panthers,FLA,won-faceoff,shot-on-goal,0.21286391333784702
13,Florida Panthers,FLA,won-faceoff,stoppage,0.12768223877228618
13,Florida Panthers,FLA,won-faceoff,takeaway,0.02031144211238998
13,Florida Panthers,FLA,won-faceoff,won-faceoff,0.016700519070187318
13,Florida Panthers,FLA,stoppage,won-faceoff,0.4682156948706708
13,Florida Panthers,FLA,stoppage,lost-faceoff,0.5317843051293292
13,Florida Panthers,FLA,penalty,won-faceoff,0.4682156948706708
13,Florida Panthers,FLA,penalty,lost-faceoff,0.5317843051293292
13,Florida Panthers,FLA,goal,won-faceoff,0.4682156948706708
13,Florida Panthers,FLA,goal,lost-faceoff,0.5317843051293292
13,Florida Panthers,FLA,start-game,won-faceoff,0.4682156948706708
13,Florida Panthers,FLA,start-game,lost-faceoff,0.5317843051293292
12,Carolina Hurricanes,CAR,blocked-shot,blocked-shot,0.1634646276424854
12,Carolina Hurricanes,CAR,blocked-shot,giveaway,0.08224635353081025
